λύω PAP.NSM λύων
λύω PAP.VSM λύων
λύω PAP.GSM λύοντος
λύω PAP.DSM λύοντι
λύω PAP.ASM λύοντα
λύω PAP.NDM λύοντε
λύω PAP.ADM λύοντε
λύω PAP.VDM λύοντε
λύω PAP.GDM λυόντοιιν
λύω PAP.DDM λυόντοιιν
λύω PAP.NPM λύοντες
λύω PAP.VPM λύοντες
λύω PAP.GPM λυόντων
λύω PAP.DPM λυόντεσι
λύω PAP.DPM λυόντεσσι
λύω PAP.DPM λύουσι
λύω PAP.APM λύοντας
λύω PAP.NSF λύουσα
λύω PAP.VSF λύουσα
λύω PAP.GSF λυούσης
λύω PAP.DSF λυούσῃ
λύω PAP.ASF λύουσαν
λύω PAP.NDF λυούσᾱ
λύω PAP.ADF λυούσᾱ
λύω PAP.VDF λυούσᾱ
λύω PAP.NPF λύουσαι
λύω PAP.VPF λύουσαι
λύω PAP.GPF λυουσᾱ́ων
λύω PAP.GPF λυουσέων
λύω PAP.GPF λυουσῶν
λύω PAP.DPF λυούσῃσι
λύω PAP.DPF λυούσῃς
λύω PAP.APF λυούσᾱς
λύω PAP.NSN λύον
λύω PAP.VSN λύον
λύω PAP.GSN λύοντος
λύω PAP.DSN λύοντι
λύω PAP.ASN λύον
λύω PAP.NDN λύοντε
λύω PAP.ADN λύοντε
λύω PAP.VDN λύοντε
λύω PAP.GDN λυόντοιιν
λύω PAP.DDN λυόντοιιν
λύω PAP.NPN λύοντα
λύω PAP.VPN λύοντα
λύω PAP.GPN λυόντων
λύω PAP.DPN λυόντεσι
λύω PAP.DPN λυόντεσσι
λύω PAP.DPN λύουσι
λύω PAP.APN λύοντα
δίδωμι PAP.NSM διδούς
δίδωμι PAP.VSM διδούς
δίδωμι PAP.GSM διδόντος
δίδωμι PAP.DSM διδόντι
δίδωμι PAP.ASM διδόντα
δίδωμι PAP.NDM διδόντε
δίδωμι PAP.ADM διδόντε
δίδωμι PAP.VDM διδόντε
δίδωμι PAP.GDM διδόντοιιν
δίδωμι PAP.DDM διδόντοιιν
δίδωμι PAP.NPM διδόντες
δίδωμι PAP.VPM διδόντες
δίδωμι PAP.GPM διδόντων
δίδωμι PAP.DPM διδόντεσι
δίδωμι PAP.DPM διδόντεσσι
δίδωμι PAP.DPM διδοῦσι
δίδωμι PAP.APM διδόντας
δίδωμι PAP.NSF διδοῦσα
δίδωμι PAP.VSF διδοῦσα
δίδωμι PAP.GSF διδούσης
δίδωμι PAP.DSF διδούσῃ
δίδωμι PAP.ASF διδοῦσαν
δίδωμι PAP.NDF διδούσᾱ
δίδωμι PAP.ADF διδούσᾱ
δίδωμι PAP.VDF διδούσᾱ
δίδωμι PAP.NPF διδοῦσαι
δίδωμι PAP.VPF διδοῦσαι
δίδωμι PAP.GPF διδουσᾱ́ων
δίδωμι PAP.GPF διδουσέων
